Pub year,Reference,Article title,Region,Location,State,year,Soil type,Clay content,Sand content,pH,Tair,Annual Prec.,Precipitation,ETP (may-oct),PREC/ETP,Type_syn,Application amount,Type_org,Application amount.org,cum. N2O,Control N2O,EF,Length of exp,Replication of flux samples,Measurements,Crop,Crop type
2010,"Hyatt C.R.;
 Venterea R.T.; Rosen C.J.; McNearney M.; Wilson M.L.; Dolan M.S.","Polymer-coated urea maintains potato yields and reduces nitrous oxide emissions
 in a Minnesota Loamy Sand",North,Becker,Minnesota,2008,Loamy sand,80,820,6.2,6.8,752,636,629,1.01,Urea (PC1),270,,,1.054,0.787,0.000988889,150,3,35,Potato,Annual
2010,"Hyatt C.R.;
 Venterea R.T.; Rosen C.J.; McNearney M.; Wilson M.L.; Dolan M.S.","Polymer-coated urea maintains potato yields and reduces nitrous oxide emissions
 in a Minnesota Loamy Sand",North,Becker,Minnesota,2009,Loamy sand,80,820,4.9,6.8,752,497,608,0.82,Urea (PC2),270,,,0.832,0.416,0.001540741,137,3,36,Potato,Annual
2010,"Hyatt C.R.;
 Venterea R.T.; Rosen C.J.; McNearney M.; Wilson M.L.; Dolan M.S.",Polymer-coated urea maintains potato yields and reduces nitrous oxide emissions,North,Becker,Minnesota,2009,Loamy sand,80,820,4.9,6.8,752,497,608,0.82,Granular urea,270,,,1.099,0.416,0.00252963,137,3,36,Potato,Annual
2010,"Hyatt C.R.;
 Venterea R.T.; Rosen C.J.; McNearney M.; Wilson M.L.; Dolan M.S.","Polymer-coated urea maintains potato yields and reduces nitrous oxide emissions
 in a Minnesota Loamy Sand",North,Becker,Minnesota,2008,Loamy sand,80,820,6.2,6.8,752,636,608,1.05,Urea (PC2),270,,,1.842,0.787,0.003907407,150,3,35,Potato,Annual
2010,"Hyatt C.R.;
 Venterea R.T.; Rosen C.J.; McNearney M.; Wilson M.L.; Dolan M.S.","Polymer-coated urea maintains potato yields and reduces nitrous oxide emissions
 in a Minnesota Loamy Sand",North,Becker,Minnesota,2008,Loamy sand,80,820,6.2,6.8,752,636,629,1.01,Granular urea,270,,,2.094,0.787,0.004840741,150,3,35,Potato,Annual
2010,Hyatt C.R.;Venterea R.T.; Rosen C.J.; McNearney M.; Wilson M.L.; Dolan M.S.,"Polymer-coated urea maintains potato yields and reduces nitrous oxide emissions
 in a Minnesota Loamy Sand",North,Becker,Minnesota,2009,Loamy sand,80,820,4.9,6.8,752,497,608,0.82,Urea (PC1),270,,,0.817,0.416,0.001485185,137,3,36,Potato,Annual
2009,Jarecki M.K.; Parkin T.B.; Chan A.S.K.; Kaspar T.C.; Moorman T.B.; Singer J.W.; Kerr B.J.; Hatfield J.L.; Jones R.,Cover crop effects on nitrous oxide emission from a manure-treated Mollisol,North,Ames,Iowa ,2005-2006,Fine loam ,215,465,6,8.7,,539,661,0.82,,,CC-M112 (cover crop + manure),112,5.3,5.3,0,314,4,38,Corn-soybean ,Annual
2009,Jarecki M.K.; Parkin T.B.; Chan A.S.K.; Kaspar T.C.; Moorman T.B.; Singer J.W.; Kerr B.J.; Hatfield J.L.; Jones R.,Cover crop effects on nitrous oxide emission from a manure-treated Mollisol,North,Ames,Iowa ,2005-2006,Fine loam ,215,465,6,8.7,,539,661,0.82,,,NCC-M224 (no cover crop with manure),224,7.81,7.6,0.0009375,314,4,38,Corn-soybean ,Annual
2009,Jarecki M.K.; Parkin T.B.; Chan A.S.K.; Kaspar T.C.; Moorman T.B.; Singer J.W.; Kerr B.J.; Hatfield J.L.; Jones R.,Cover crop effects on nitrous oxide emission from a manure-treated Mollisol,North,Ames,Iowa ,2005-2006,Fine loam ,215,465,6,8.7,,539,661,0.82,,,CC-M224 (cover crop + manure),224,8.51,5.3,0.014330357,314,4,38,Corn-soybean ,Annual
2009,Jarecki M.K.; Parkin T.B.; Chan A.S.K.; Kaspar T.C.; Moorman T.B.; Singer J.W.; Kerr B.J.; Hatfield J.L.; Jones R.,Cover crop effects on nitrous oxide emission from a manure-treated Mollisol,North,Ames,Iowa ,2005-2006,Fine loam ,215,465,6,8.7,,539,661,0.82,,,CC-M336 (cover crop + manure),336,12.09,5.3,0.020208333,314,4,38,Corn-soybean ,Annual
2021,Koehn A.C.; Bjorneberg D.L.; Malone R.W.; Leytem A.B.; Moore A.; Ma L.; Bartling P.N.S.,Simulating soil nitrogen fate in irrigated crop production with manure applications,North,Kimberly ,Idaho,2016,Silt loam ,125,183,8,8.7,284,178,732,0.24,Commercial fertilizer,123.2,,,0.46,0.2,0.00211039,184,4,,sugar beet,Annual
2021,Koehn A.C.; Bjorneberg D.L.; Malone R.W.; Leytem A.B.; Moore A.; Ma L.; Bartling P.N.S.,Simulating soil nitrogen fate in irrigated crop production with manure applications,North,Kimberly ,Idaho,2013,Silt loam ,125,183,8,8.7,284,84,732,0.11,Commercial fertilizer,43.46,,,0.38,0.25,0.002991256,214,4,,wheat,Annual
2021,Koehn A.C.; Bjorneberg D.L.; Malone R.W.; Leytem A.B.; Moore A.; Ma L.; Bartling P.N.S.,Simulating soil nitrogen fate in irrigated crop production with manure applications,North,Kimberly ,Idaho,2016,Silt loam ,125,183,8,8.7,284,178,732,0.24,,,Dairy Manure - 36 T Biennial,40.32,0.43,0.2,0.005704365,184,4,,sugar beet,Annual
2021,Koehn A.C.; Bjorneberg D.L.; Malone R.W.; Leytem A.B.; Moore A.; Ma L.; Bartling P.N.S.,Simulating soil nitrogen fate in irrigated crop production with manure applications,North,Kimberly ,Idaho,2014,Silt loam ,125,183,8,8.7,284,156,732,0.21,Commercial fertilizer,87.73333333,,,0.83,0.26,0.00649696,214,4,,potato,Annual
2021,Koehn A.C.; Bjorneberg D.L.; Malone R.W.; Leytem A.B.; Moore A.; Ma L.; Bartling P.N.S.,Simulating soil nitrogen fate in irrigated crop production with manure applications,North,Kimberly ,Idaho,2013,Silt loam ,125,183,8,8.7,284,84,732,0.11,,,Dairy Manure - 18 T Annual,43.46,0.58,0.25,0.007593189,214,4,,wheat,Annual
2021,Koehn A.C.; Bjorneberg D.L.; Malone R.W.; Leytem A.B.; Moore A.; Ma L.; Bartling P.N.S.,Simulating soil nitrogen fate in irrigated crop production with manure applications,North,Kimberly ,Idaho,2016,Silt loam ,125,183,8,8.7,284,178,732,0.24,,,Dairy Manure - 18 T Annual,31.36,0.48,0.2,0.008928571,184,4,,sugar beet,Annual
2021,Koehn A.C.; Bjorneberg D.L.; Malone R.W.; Leytem A.B.; Moore A.; Ma L.; Bartling P.N.S.,Simulating soil nitrogen fate in irrigated crop production with manure applications,North,Kimberly ,Idaho,2015,Silt loam ,125,183,8,8.7,284,162,732,0.22,Commercial fertilizer,53.76,,,1.06,0.56,0.009300595,214,4,,barley,Annual
2021,Koehn A.C.; Bjorneberg D.L.; Malone R.W.; Leytem A.B.; Moore A.; Ma L.; Bartling P.N.S.,Simulating soil nitrogen fate in irrigated crop production with manure applications,North,Kimberly ,Idaho,2014,Silt loam ,125,183,8,8.7,284,156,732,0.21,,,Dairy Manure - 36 T Biennial,97.06666667,1.22,0.26,0.00989011,214,4,,potato,Annual
2021,Koehn A.C.; Bjorneberg D.L.; Malone R.W.; Leytem A.B.; Moore A.; Ma L.; Bartling P.N.S.,Simulating soil nitrogen fate in irrigated crop production with manure applications,North,Kimberly ,Idaho,2014,Silt loam ,125,183,8,8.7,284,156,732,0.21,,,Dairy Manure - 18 T Annual,89.6,1.34,0.26,0.012053571,214,4,,potato,Annual
2021,Koehn A.C.; Bjorneberg D.L.; Malone R.W.; Leytem A.B.; Moore A.; Ma L.; Bartling P.N.S.,Simulating soil nitrogen fate in irrigated crop production with manure applications,North,Kimberly ,Idaho,2013,Silt loam ,125,183,8,8.7,284,84,732,0.11,,,Dairy Manure - 36 T Beinnial,43.46,0.81,0.25,0.012885412,214,4,,wheat,Annual
2021,Koehn A.C.; Bjorneberg D.L.; Malone R.W.; Leytem A.B.; Moore A.; Ma L.; Bartling P.N.S.,Simulating soil nitrogen fate in irrigated crop production with manure applications,North,Kimberly ,Idaho,2013,Silt loam ,125,183,8,8.7,284,84,732,0.11,,,Dairy Manure - 52 T Annual,43.46,1.15,0.25,0.020708698,214,4,,wheat,Annual
2021,Koehn A.C.; Bjorneberg D.L.; Malone R.W.; Leytem A.B.; Moore A.; Ma L.; Bartling P.N.S.,Simulating soil nitrogen fate in irrigated crop production with manure applications,North,Kimberly ,Idaho,2014,Silt loam ,125,183,8,8.7,284,156,732,0.21,,,Dairy Manure - 52 T Annual,72.8,3.36,0.26,0.042582418,214,4,,potato,Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2016,Silty clay loam,,,5.1,6.1,480,882,641,1.38,Granular urea,28,,,0.636,0.7,-0.002285714,109,4,5,Oilseed (Camelina),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2014,Silty clay loam,,,6.9,6.1,480,485,641,0.76,Granular urea,28,,,0.06,0.056,0.000142857,79,4,6,Oilseed (Camelina),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2015,Silty clay loam,,,5,6.1,480,485,641,0.76,Granular urea,56,,,0.153,0.118,0.000625,72,4,6,Oilseed (Carinata),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2015,Silty clay loam,,,5.2,6.1,480,485,641,0.76,Granular urea,28,,,0.092,0.072,0.000714286,72,4,6,Oilseed (Camelina),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2015,Silty clay loam,,,5.1,6.1,480,485,641,0.76,Granular urea,28,,,0.139,0.118,0.00075,72,4,6,Oilseed (Carinata),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2015,Silty clay loam,,,5,6.1,480,485,641,0.76,Granular urea,84,,,0.214,0.118,0.001142857,72,4,6,Oilseed (Carinata),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2015,Silty clay loam,,,5.1,6.1,480,485,641,0.76,Granular urea,84,,,0.205,0.072,0.001583333,72,4,6,Oilseed (Camelina),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2015,Silty clay loam,,,5.2,6.1,480,485,641,0.76,Granular urea,56,,,0.165,0.072,0.001660714,72,4,6,Oilseed (Camelina),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2014,Silty clay loam,,,6.1,6.1,480,485,641,0.76,Granular urea,56,,,0.147,0.054,0.001660714,79,4,6,Oilseed (Carinata),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2014,Silty clay loam,,,6.4,6.1,480,485,641,0.76,Granular urea,28,,,0.103,0.054,0.00175,79,4,6,Oilseed (Carinata),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2014,Silty clay loam,,,6.6,6.1,480,485,641,0.76,Granular urea,84,,,0.215,0.056,0.001892857,79,4,6,Oilseed (Camelina),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2016,Silty clay loam,,,5.1,6.1,480,485,641,0.76,Granular urea,56,,,0.807,0.7,0.001910714,109,4,5,Oilseed (Camelina),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2016,Silty clay loam,,,4.8,6.1,480,485,641,0.76,Granular urea,28,,,0.476,0.421,0.001964286,109,4,5,Oilseed (Carinata),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2014,Silty clay loam,,,6.8,6.1,480,485,641,0.76,Granular urea,56,,,0.201,0.056,0.002589286,79,4,6,Oilseed (Camelina),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2014,Silty clay loam,,,6.1,6.1,480,485,641,0.76,Granular urea,84,,,0.285,0.054,0.00275,79,4,6,Oilseed (Carinata),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2016,Silty clay loam,,,5,6.1,480,485,641,0.76,Granular urea,84,,,0.684,0.421,0.003130952,109,4,5,Oilseed (Carinata),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2016,Silty clay loam,,,5.2,6.1,480,485,641,0.76,Granular urea,56,,,0.653,0.421,0.004142857,109,4,5,Oilseed (Carinata),Annual
2019,Li N.; Kumar P.; Lai L.; Abagandura G.O.; Kumar S.; Nleya T.; Sieverding H.L.; Stone J.J.; Gibbons W.,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,North,Aurora,South Dakota,2016,Silty clay loam,,,5,6.1,480,485,641,0.76,Granular urea,84,,,1.108,0.7,0.004857143,109,4,5,Oilseed (Camelina),Annual
2008,Liebig M.A.; Kronberg S.L.; Gross J.R.,Effects of normal and altered cattle urine on short-term greenhouse gas flux from mixed-grass prairie in the Northern Great Plains,North,Mandan,North Dakota,2005,Silt loam ,,,,4,407,395,639,0.62,,,Tannin urine,336,6.87,7.2515,-0.001135417,44,3,20,Mixed grass prairie,Perennial
2008,Liebig M.A.; Kronberg S.L.; Gross J.R.,Effects of normal and altered cattle urine on short-term greenhouse gas flux from mixed-grass prairie in the Northern Great Plains,North,Mandan,North Dakota,2005,Silt loam ,,,,4,407,395,639,0.62,,,Urine,336,7.25,7.2515,-4.46E-06,44,3,20,"Mixed grass
 prairie",Perennial
2008,Liebig M.A.; Kronberg S.L.; Gross J.R.,Effects of normal and altered cattle urine on short-term greenhouse gas flux from mixed-grass prairie in the Northern Great Plains,North,Mandan,North Dakota,2005,Silt loam ,,,,4,407,395,639,0.62,NH4NO3,336,,,15.14,7.2515,0.023477679,44,3,20,Mixed grass prairie,Perennial
2020,Mahama G.Y.; Prasad P.V.V.; Roozeboom K.L.; Nippert J.B.; Rice C.W.,Reduction of nitrogen fertilizer requirements and nitrous oxide emissions using legume cover crops in a No-tillage sorghum production system,South,Manhattan,Kansas,2013,Silt loam,320,150,7.79,11.23,,463,689,0.67,Dry urea (46% N by weight),180,,,4.56,1.126,0.019077778,151,4,,grain sorghum,Annual
2020,Mahama G.Y.; Prasad P.V.V.; Roozeboom K.L.; Nippert J.B.; Rice C.W.,Reduction of nitrogen fertilizer requirements and nitrous oxide emissions using legume cover crops in a No-tillage sorghum production system,South,Manhattan,Kansas,2014,Silt loam,330,170,6.9,11.23,,483,689,0.7,Dry urea (46% N by weight),90,,,2.243,0.467,0.019733333,170,4,,grain sorghum,Annual
2020,Mahama G.Y.; Prasad P.V.V.; Roozeboom K.L.; Nippert J.B.; Rice C.W.,Reduction of nitrogen fertilizer requirements and nitrous oxide emissions using legume cover crops in a No-tillage sorghum production system,South,Manhattan,Kansas,2014,Silt loam,330,170,6.9,11.23,,483,689,0.7,Dry urea (46% N by weight),180,,,4.28,0.467,0.021183333,170,4,,grain sorghum,Annual
2020,Mahama G.Y.; Prasad P.V.V.; Roozeboom K.L.; Nippert J.B.; Rice C.W.,Reduction of nitrogen fertilizer requirements and nitrous oxide emissions using legume cover crops in a No-tillage sorghum production system,South,Manhattan,Kansas,2013,Silt loam,320,150,7.79,11.23,,463,689,0.67,Dry urea (46% N by weight),90,,,3.11,1.126,0.022044444,151,4,,grain sorghum,Annual
2014,Maharjan B.; Venterea R.T.,Anhydrous ammonia injection depth does not affect nitrous oxide emissions in a silt loam over two growing seasons,North,Rosemount,Minnesota ,2010,Silt loam,230,220,,7.7,748,678,634,1.07,Anhydrous Ammonia-d,146,,,0.784,0.423,0.002472603,,3,44,Corn (CT),Annual
2014,Maharjan B.; Venterea R.T.,Anhydrous ammonia injection depth does not affect nitrous oxide emissions in a silt loam over two growing seasons,North,Rosemount,Minnesota ,2010,Silt loam,230,220,,7.7,748,678,634,1.07,Anhydrous Ammonia-s,146,,,0.784,0.423,0.002472603,,3,44,Corn (CT),Annual
2014,Maharjan B.; Venterea R.T.,Anhydrous ammonia injection depth does not affect nitrous oxide emissions in a silt loam over two growing seasons,North,Rosemount,Minnesota ,2010,Silt loam,230,220,,7.7,748,678,634,1.07,Anhydrous Ammonia-s,146,,,0.82,0.396,0.00290411,,3,44,Corn (NT) ,Annual
2014,Maharjan B.; Venterea R.T.,Anhydrous ammonia injection depth does not affect nitrous oxide emissions in a silt loam over two growing seasons,North,Rosemount,Minnesota ,2011,Silt loam,230,220,,7.7,748,532,339,1.57,Anhydrous Ammonia-d,146,,,0.856,0.396,0.003150685,,3,40,Corn (CT),Annual
2014,Maharjan B.; Venterea R.T.,Anhydrous ammonia injection depth does not affect nitrous oxide emissions in a silt loam over two growing seasons,North,Rosemount,Minnesota ,2011,Silt loam,230,220,,7.7,748,532,339,1.57,Anhydrous Ammonia-s,146,,,0.973,0.396,0.003952055,,3,40,Corn (CT),Annual
2014,Maharjan B.; Venterea R.T.,Anhydrous ammonia injection depth does not affect nitrous oxide emissions in a silt loam over two growing seasons,North,Rosemount,Minnesota ,2010,Silt loam,230,220,,7.7,748,678,634,1.07,Anhydrous Ammonia-d,146,,,1,0.396,0.004136986,,3,44,Corn (NT) ,Annual
2014,Maharjan B.; Venterea R.T.,Anhydrous ammonia injection depth does not affect nitrous oxide emissions in a silt loam over two growing seasons,North,Rosemount,Minnesota ,2011,Silt loam,230,220,,7.7,748,532,339,1.57,Anhydrous Ammonia-d,146,,,1.405,0.387,0.006972603,,3,40,Corn (NT) ,Annual
2014,Maharjan B.; Venterea R.T.,Anhydrous ammonia injection depth does not affect nitrous oxide emissions in a silt loam over two growing seasons,North,Rosemount,Minnesota ,2011,Silt loam,230,220,,7.7,748,532,339,1.57,Anhydrous Ammonia-s,146,,,1.441,0.387,0.007219178,,3,40,Corn (NT) ,Annual
2005,"McSwiney C.P.;Robertson G.P.
",Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,North,KBS ,Michigan,2001-2003,"Fine/Coarse
 loamy soil",16.5,51,5.6,9.7,,481,601,0.8,Urea ,34,,,0.173,0.115,0.001699412,140,4,18,Corn,Annual
2005,"McSwiney C.P.;Robertson G.P.
",Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,North,KBS ,Michigan,2001-2003,"Fine/Coarse
 loamy soil",16.5,51,5.6,9.7,,481,601,0.8,Urea ,202,,,0.495,0.115,0.001879307,140,4,18,Corn,Annual
2005,"McSwiney C.P.;Robertson G.P.
",Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,North,KBS ,Michigan,2001-2003,"Fine/Coarse
 loamy soil",16.5,51,5.6,9.7,,481,601,0.8,Urea ,168,,,0.472,0.115,0.002120357,140,4,18,Corn,Annual
2005,"McSwiney C.P.;Robertson G.P.
",Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,North,KBS ,Michigan,2001-2003,"Fine/Coarse
 loamy soil",16.5,51,5.6,9.7,,481,601,0.8,Urea ,101,,,0.373,0.115,0.002546733,140,4,18,Corn,Annual
2005,"McSwiney C.P.;Robertson G.P.
",Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,North,KBS ,Michigan,2001-2003,"Fine/Coarse
 loamy soil",16.5,51,5.6,9.7,,481,601,0.8,Urea ,291,,,0.977,0.115,0.002962268,140,4,18,Corn,Annual
2005,"McSwiney C.P.;Robertson G.P.
",Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,North,KBS ,Michigan,2001-2003,"Fine/Coarse
 loamy soil",16.5,51,5.6,9.7,,481,601,0.8,Urea ,67,,,0.315,0.115,0.002979403,140,4,18,Corn,Annual
2005,"McSwiney C.P.;Robertson G.P.
",Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,North,KBS ,Michigan,2001-2003,"Fine/Coarse
 loamy soil",16.5,51,5.6,9.7,,481,601,0.8,Urea ,246,,,0.896,0.115,0.003174878,140,4,18,Corn,Annual
2005,"McSwiney C.P.;Robertson G.P.
",Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,North,KBS ,Michigan,2001-2003,"Fine/Coarse
 loamy soil",16.5,51,5.6,9.7,,481,601,0.8,Urea ,134,,,0.938,0.115,0.006137463,140,4,18,Corn,Annual
2012,Nash P.R.; Motavalli P.P.; Nelson K.A.,Nitrous oxide emissions from claypan soils due to nitrogen fertilizer source and tillage/fertilizer placement practices,North,Novelty,Missouri ,2010,Silt loam,,,6.4,11.17,,1080,663,1.63,Polycoated Urea,140,,,4.84,1.53,0.023642857,,3,43,Corn,Annual
2012,Nash P.R.; Motavalli P.P.; Nelson K.A.,Nitrous oxide emissions from claypan soils due to nitrogen fertilizer source and tillage/fertilizer placement practices,North,Novelty,Missouri ,2009,Silt loam,,,6.2,10.55,,800,633,1.26,Non-coated Ura ,140,,,4.77,1.12,0.026071429,,3,39,Corn,Annual
2012,Nash P.R.; Motavalli P.P.; Nelson K.A.,Nitrous oxide emissions from claypan soils due to nitrogen fertilizer source and tillage/fertilizer placement practices,North,Novelty,Missouri ,2010,Silt loam,,,6.4,11.17,,1080,663,1.63,Non-coated Ura ,140,,,5.63,1.53,0.029285714,,3,43,Corn,Annual
2012,Nash P.R.; Motavalli P.P.; Nelson K.A.,Nitrous oxide emissions from claypan soils due to nitrogen fertilizer source and tillage/fertilizer placement practices,North,Novelty,Missouri ,2009,Silt loam,,,6.2,10.55,,800,633,1.26,Polycoated Urea,140,,,6.12,1.12,0.035714286,,3,39,Corn,Annual
2019,Omonode R.A.; Vyn T.J.,Tillage and nitrogen source impacts on relationships between nitrous oxide emission and nitrogen recovery efficiency in corn,North,West Lafayette,Indiana,2015,,,,,10.58,,682,638,1.07,UAN ,220,,,2.573,1.895,0.003081818,79,3,14,corn,Annual
2019,Omonode R.A.; Vyn T.J.,Tillage and nitrogen source impacts on relationships between nitrous oxide emission and nitrogen recovery efficiency in corn,North,West Lafayette,Indiana,2015,,,,,10.58,,682,638,1.07,UAN + Nitrapyrin ,220,,,2.668,1.895,0.003513636,79,3,14,corn,Annual
2019,Omonode R.A.; Vyn T.J.,Tillage and nitrogen source impacts on relationships between nitrous oxide emission and nitrogen recovery efficiency in corn,North,West Lafayette,Indiana,2016,,,,,11.71,,618,638,0.97,UAN + Nitrapyrin ,220,,,2.445,0.978,0.006668182,103,3,21,corn,Annual
2019,Omonode R.A.; Vyn T.J.,Tillage and nitrogen source impacts on relationships between nitrous oxide emission and nitrogen recovery efficiency in corn,North,West Lafayette,Indiana,2016,,,,,11.71,,618,638,0.97,UAN ,220,,,2.824,0.978,0.008390909,103,3,21,corn,Annual
2014,Parkin T.B.; Hatfield J.L.,Enhanced efficiency fertilizers: Effect on nitrous oxide emissions in Iowa,North,Boone County,Iowa,2011,Loam,200,420,7.2,9.01,,429,638,0.67,UAN,168,,,2.16,1.17,0.005892857,132,6,20,Soybean,Annual
2014,Parkin T.B.; Hatfield J.L.,Enhanced efficiency fertilizers: Effect on nitrous oxide emissions in Iowa,North,Boone County,Iowa,2011,Loam,200,420,7.2,9.01,,429,638,0.67,UAN+Urease+Nitrification inhibitors,168,,,2.36,1.17,0.007083333,132,6,20,Soybean,Annual
2014,Parkin T.B.; Hatfield J.L.,Enhanced efficiency fertilizers: Effect on nitrous oxide emissions in Iowa,North,Boone County,Iowa,2009,Loam,205,455,6.7,8.21,,602,626,0.96,UAN,168,,,5.55,4.3,0.007440476,153,6,23,Corn,Annual
2014,Parkin T.B.; Hatfield J.L.,Enhanced efficiency fertilizers: Effect on nitrous oxide emissions in Iowa,North,Boone County,Iowa,2009,Loam,205,455,6.7,8.21,,602,626,0.96,UAN+Urease+Nitrification inhibitors,168,,,5.7,4.3,0.008333333,153,6,23,Corn,Annual
